ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION,GROUPES
1997,GMC,YUKON,8.0,5740.0,336.0,8
1997,HONDA,CIVIC,4.0,1591.0,197.5,3
1997,HONDA,CR-V,4.0,1968.0,267.0,6
1997,JEEP,WRANG,4.0,2460.0,347.2266355140187,8
1997,JEEP,WRANG,6.0,3969.0,347.2266355140187,8
1997,LINCO,MARK,8.0,4608.0,285.0,7
1997,MAZDA,B4000,6.0,4018.0,323.75,8
1997,MERCE,E,6.0,3001.0,248.0,5
1997,NISSA,ALTIM,4.0,2394.0,241.5,5
1997,NISSA,TRUCK,4.0,2394.0,294.3333333333333,7
1997,OLDSM,LSS,6.0,3788.0,267.86607142857144,6
1997,PLYMO,BREEZ,4.0,2427.0,251.0,6
1997,PLYMO,VOYAG,6.0,2968.0,285.0,7
1997,PONTI,GRAND,6.0,3132.0,260.0,6
1997,PONTI,GRAND,6.0,3788.0,275.0,6
1997,PONTI,SUNFI,4.0,2394.0,225.33333333333331,5
1997,SATUR,SL1,4.0,1902.0,194.5,3
1997,TOYOT,4RUNN,4.0,2689.0,322.0,8
1997,TOYOT,CAMRY,4.0,2165.0,237.0,5
1997,TOYOT,COROL,4.0,1591.0,211.5,4
1997,TOYOT,COROL,4.0,1771.0,207.5,4
1997,TOYOT,RAV4,4.0,2001.0,251.25,6
1997,TOYOT,TACOM,6.0,3378.0,342.5,8
1997,TOYOT,TERCE,4.0,1492.0,191.0,3
1997,TOYOT,TERCE,4.0,1500.0,191.0,3
1997,VOLKS,EUROV,5.0,2378.0,218.80392156862743,4
1997,VOLKS,EUROV,6.0,2788.0,218.80392156862743,4
1997,VOLKS,JETTA,4.0,1984.0,187.5,3
1998,ACURA,1.6EL,4.0,1591.0,207.0,4
1998,AUDI,A4,4.0,1787.0,248.25,5
1998,AUDI,A8,8.0,4182.0,304.0,7
1998,BMW,328,6.0,2788.0,270.0,6
1998,BMW,Z3,4.0,1902.0,232.5,5
1998,BUICK,CENTU,6.0,3132.0,271.0,6
1998,BUICK,LESAB,6.0,3788.0,269.0,6
1998,BUICK,PARK,6.0,3788.0,287.5,7
1998,BUICK,REGAL,6.0,3788.0,280.5,7
1998,CHEVR,BLAZE,6.0,4297.0,266.99162257495516,6
1998,CHEVR,CAVAL,4.0,2181.0,234.66666666666663,5
1998,CHEVR,CAVAL,4.0,2394.0,234.66666666666663,5
1998,CHEVR,GMT-4,6.0,4297.0,266.99162257495516,6
1998,CHEVR,GMT-4,8.0,5002.0,266.99162257495516,6
1998,CHEVR,GMT-4,8.0,5740.0,266.99162257495516,6
1998,CHEVR,GMT-4,8.0,6510.0,266.99162257495516,6
1998,CHEVR,TRACK,4.0,1591.0,250.25,6
1998,CHRYS,CONCO,6.0,3231.0,271.0,6
1998,CHRYS,SEBRI,6.0,2493.0,267.6666666666667,6
1998,DODGE,DAKOT,6.0,3900.0,351.25,8
1998,DODGE,DAKOT,6.0,3919.0,351.25,8
1998,DODGE,DAKOT,8.0,5215.0,404.5,9
1998,DODGE,GRAND,6.0,3296.0,297.0,7
1998,DODGE,RAM,6.0,5887.0,345.0,8
1998,DODGE,RAM,8.0,5215.0,404.75,9
1998,DODGE,STRAT,4.0,2427.0,248.0,5
1998,FORD,CONTO,6.0,2542.0,258.0,6
1998,FORD,ESCOR,4.0,2001.0,207.66666666666663,4
1998,FORD,EXPLO,6.0,4018.0,345.0,8
1998,FORD,F150,,4608.0,371.5,9
1998,FORD,F150,6.0,4198.0,350.75,8
1998,FORD,F150,8.0,4600.0,371.5,9
1998,FORD,F150,8.0,4608.0,371.5,9
1998,FORD,F250,8.0,4608.0,380.0,9
1998,FORD,F250,8.0,5412.0,403.0,9
1998,FORD,RANGE,4.0,2509.0,261.0,6
1998,FORD,RANGE,6.0,2985.0,321.5,8
1998,FORD,WINDS,6.0,3805.0,308.0,7
1998,GMC,JIMMY,6.0,4297.0,347.25,8
1998,GMC,SAFAR,6.0,4297.0,347.25,8
1998,GMC,SIERR,6.0,4297.0,347.25,8
1998,GMC,SIERR,8.0,5002.0,347.25,8
1998,GMC,SIERR,8.0,5740.0,347.25,8
1998,GMC,SIERR,8.0,6510.0,347.25,8
1998,HONDA,ACCOR,4.0,2263.0,231.25,5
1998,HONDA,CIVIC,4.0,1591.0,196.75,3
1998,HONDA,CR-V,4.0,1968.0,269.0,6
1998,HONDA,PRELU,4.0,2165.0,255.5,6
1998,JEEP,CHERO,6.0,3969.0,329.5,8
1998,JEEP,GRAND,6.0,3969.0,344.0,8
1998,JEEP,WRANG,4.0,2460.0,345.6118143459916,8
1998,JEEP,WRANG,6.0,3969.0,345.6118143459916,8
1998,LINCO,TOWN,8.0,4608.0,305.45454545454544,7
1998,MAZDA,626,4.0,2001.0,229.0,5
1998,MAZDA,B2500,4.0,2493.0,261.0,6
1998,MAZDA,B4000,6.0,4018.0,329.5,8
1998,MAZDA,PROTE,4.0,1492.0,198.0,3
1998,MERCU,GRAND,4.0,4608.0,263.76838235294116,6
1998,MITSU,ECLIP,4.0,2001.0,259.7777832238235,6
1998,NISSA,ALTIM,4.0,2394.0,233.5,5
1998,NISSA,MAXIM,6.0,2985.0,255.0,6
1998,OLDSM,INTRI,6.0,3788.0,269.0,6
1998,OLDSM,SILHO,6.0,3395.0,315.0,8
1998,PLYMO,BREEZ,4.0,2427.0,248.0,5
1998,PLYMO,GRAND,6.0,2968.0,287.5,7
1998,PLYMO,VOYAG,6.0,2968.0,287.5,7
1998,PONTI,SUNFI,4.0,2394.0,234.66666666666663,5
1998,SUBAR,IMPRE,4.0,2214.0,238.5,5
1998,SUZUK,SIDEK,4.0,1591.0,249.75,6
1998,TOYOT,4RUNN,4.0,2689.0,309.5,7
1998,TOYOT,4RUNN,6.0,3378.0,337.0,8
1998,TOYOT,CAMRY,4.0,2165.0,233.5,5
1998,TOYOT,COROL,4.0,1787.0,196.33333333333331,3
1998,TOYOT,RAV4,4.0,2001.0,245.0,5
1998,TOYOT,SIENN,6.0,3001.0,290.0,7
1998,TOYOT,TERCE,4.0,1492.0,190.33333333333331,3
1998,TOYOT,TERCE,8.0,1492.0,190.33333333333331,3
1998,VOLKS,GOLF,4.0,1984.0,239.0,5
1998,VOLKS,NEWBE,4.0,1984.0,230.15579710144928,5
1998,VOLVO,S90,6.0,2919.0,294.0,7
1999,ACURA,1.6EL,4.0,1591.0,209.5,4
1999,ACURA,3.2TL,6.0,3231.0,278.0,7
1999,AUDI,A4,4.0,1787.0,251.75,6
1999,AUDI,A6,6.0,2771.0,295.3333333333333,7
1999,BMW,528,6.0,2788.0,279.75,7
1999,BMW,740,8.0,4395.0,308.0,7
1999,BUICK,CENTU,6.0,3132.0,260.0,6
1999,CHEVR,ASTRO,6.0,4297.0,338.75,8
1999,CHEVR,CAMAR,8.0,5740.0,294.5,7
1999,CHEVR,CAVAL,4.0,2181.0,234.66666666666663,5
1999,CHEVR,CAVAL,4.0,2394.0,234.66666666666663,5
1999,CHEVR,MALIB,6.0,3132.0,260.0,6
1999,CHEVR,S,6.0,4297.0,255.45113114174487,6
1999,CHEVR,SILVE,6.0,4297.0,255.45113114174487,6
1999,CHEVR,SILVE,8.0,4805.0,255.45113114174487,6
1999,CHEVR,SUBUR,8.0,5740.0,255.45113114174487,6
1999,CHEVR,TRACK,4.0,2001.0,252.0,6
1999,CHRYS,SEBRI,6.0,2493.0,270.0,6
1999,CHRYS,TOWN,6.0,3772.0,315.0,8
1999,DODGE,CARAV,6.0,2968.0,283.0,7
1999,DODGE,DAKOT,6.0,3900.0,353.75,9
1999,DODGE,DAKOT,6.0,3919.0,353.75,9
1999,DODGE,GRAND,6.0,3296.0,299.0,7
1999,DODGE,RAM,8.0,5215.0,401.1,9
1999,DODGE,RAM,8.0,5887.0,416.8,9
1999,DODGE,RAM,8.0,5904.0,416.8,9
1999,DODGE,STRAT,4.0,2427.0,248.0,5
1999,FORD,ECONO,8.0,4608.0,349.1941535776632,8
1999,FORD,ECONO,8.0,5412.0,349.1941535776632,8
1999,FORD,ESCOR,4.0,1984.0,207.0,4
1999,FORD,ESCOR,4.0,2001.0,207.0,4
1999,FORD,EXPED,8.0,5412.0,441.5,9
1999,FORD,F150,8.0,4608.0,384.25,9
1999,FORD,F250,8.0,5412.0,418.5,9
1999,FORD,F250,8.0,7281.0,418.5,9
1999,FORD,F250,9.0,6806.0,418.5,9
1999,FORD,F350,8.0,7281.0,349.1941535776632,8
1999,FORD,F350,9.0,6800.0,349.1941535776632,8
1999,FORD,MUSTA,6.0,3805.0,263.5,6
1999,FORD,RANGE,6.0,2985.0,316.5833333333333,8
1999,FORD,RANGE,6.0,4018.0,323.75,8
1999,FORD,TAURU,6.0,2985.0,272.1666666666667,6
1999,GMC,SAVAN,8.0,5002.0,338.75,8
1999,GMC,SIERR,8.0,4805.0,338.75,8
1999,GMC,SIERR,8.0,5969.0,338.75,8
1999,GMC,SIERR,8.0,6510.0,338.75,8
1999,GMC,SONOM,6.0,4297.0,338.75,8
1999,GMC,YUKON,8.0,5740.0,338.75,8
1999,HONDA,ACCOR,4.0,2263.0,231.25,5
1999,HONDA,ACCOR,6.0,3001.0,260.0,6
1999,HONDA,CIVIC,4.0,1591.0,204.8,4
1999,HONDA,CR-V,4.0,1968.0,265.0,6
1999,HONDA,ODYSS,6.0,3477.0,292.0,7
1999,HONDA,PRELU,4.0,2165.0,257.5,6
1999,HYUND,ACCEN,4.0,1492.0,201.5,4
1999,ISUZU,VEHIC,6.0,3493.0,322.14285714285717,8
1999,JEEP,GRAND,8.0,4707.0,368.0,9
1999,JEEP,WRANG,4.0,2460.0,334.70603015075375,8
1999,LEXUS,ES,6.0,3001.0,281.0,7
1999,LEXUS,GS,6.0,3001.0,271.0,6
1999,MAZDA,B4000,6.0,4018.0,332.0,8
1999,MAZDA,MX-5,4.0,1837.0,237.0,5
1999,MAZDA,PROTE,4.0,1591.0,214.0,4
1999,MERCE,S,6.0,3200.0,304.0,7
1999,MERCE,SL,8.0,4969.0,322.0,8
1999,MERCU,GRAND,8.0,4608.0,308.0,7
1999,MERCU,MYSTI,6.0,2542.0,267.0,6
1999,MITSU,ECLIP,4.0,2001.0,256.14944981051843,6
1999,NISSA,ALTIM,4.0,2394.0,233.5,5
1999,NISSA,FRONT,6.0,3296.0,350.5,8
1999,NISSA,MAXIM,6.0,2985.0,258.0,6
1999,NISSA,PATHF,6.0,3296.0,356.5,9
1999,NISSA,SENTR,4.0,1591.0,194.0,3
1999,OLDSM,INTRI,6.0,3460.0,278.0,7
1999,PLYMO,BREEZ,4.0,2427.0,248.0,5
1999,PLYMO,VOYAG,6.0,2968.0,283.0,7
1999,PLYMO,VOYAG,6.0,3296.0,299.0,7
1999,PONTI,GRAND,4.0,2394.0,251.0,6
1999,PONTI,SUNFI,4.0,2181.0,234.66666666666663,5
1999,PORSC,911,6.0,3395.0,312.0,8
1999,PORSC,BOXST,6.0,2476.0,294.5,7
1999,SUBAR,IMPRE,4.0,2460.0,246.0,5
1999,SUBAR,LEGAC,4.0,2460.0,263.5,6
1999,SUZUK,ESTEE,4.0,1591.0,193.5,3
1999,SUZUK,GRAND,6.0,2493.0,299.0,7
1999,SUZUK,VITAR,4.0,2001.0,253.0,6
1999,TOYOT,4RUNN,6.0,3378.0,333.5,8
1999,TOYOT,CAMRY,4.0,2165.0,235.33333333333331,5
1999,TOYOT,CAMRY,6.0,3001.0,261.6666666666667,6
1999,TOYOT,COROL,4.0,1787.0,196.33333333333331,3
1999,TOYOT,RAV4,4.0,2001.0,244.125,5
1999,TOYOT,SIENN,6.0,3001.0,288.0,7
1999,TOYOT,TACOM,4.0,2689.0,209.79220915814216,4
1999,TOYOT,TERCE,4.0,1492.0,192.66666666666663,3
1999,VOLKS,CABRI,4.0,1984.0,239.0,5
1999,VOLKS,EUROV,6.0,2788.0,366.0,9
1999,VOLKS,GOLF,4.0,1984.0,239.0,5
1999,VOLKS,GTI,4.0,2788.0,276.0,6
1999,VOLKS,JETTA,4.0,1984.0,170.0,2
1999,VOLKS,PASSA,4.0,1787.0,239.0,5
1999,VOLVO,S70,5.0,2329.0,274.6666666666667,6
1999,VOLVO,S70,5.0,2443.0,268.0,6
1999,VOLVO,S80,6.0,2788.0,278.0,7
1999,VOLVO,S80,6.0,2919.0,271.0,6
2000,ACURA,1.6EL,4.0,1591.0,210.5,4
2000,ACURA,3.5RL,6.0,3477.0,301.0,7
2000,ACURA,INTEG,4.0,1804.0,224.0,5
2000,ACURA,INTEG,4.0,1837.0,224.0,5
2000,AUDI,A6,6.0,2673.0,304.0,7
2000,AUDI,S4,6.0,2673.0,304.0,7
2000,AUDI,TT,4.0,1800.0,256.5,6
2000,BMW,323,6.0,2493.0,271.8333333333333,6
2000,BMW,528,6.0,2788.0,279.75,7
2000,BUICK,CENTU,6.0,3132.0,255.0,6
2000,CADIL,DEVIL,8.0,4575.0,297.0,7
2000,CADIL,ESCAL,8.0,5740.0,430.0,9
2000,CHEVR,CAVAL,4.0,2181.0,236.33333333333331,5
2000,CHEVR,CAVAL,4.0,2394.0,236.33333333333331,5
2000,CHEVR,EXPRE,8.0,5740.0,268.2592548076903,6
2000,CHEVR,GMT-4,8.0,5740.0,268.2592548076903,6
2000,CHEVR,IMPAL,6.0,3395.0,260.0,6
2000,CHEVR,MALIB,6.0,3132.0,255.0,6
2000,CHEVR,MONTE,6.0,3788.0,268.2592548076903,6
2000,CHEVR,S,6.0,4297.0,268.2592548076903,6
2000,CHEVR,SILVE,8.0,4805.0,268.2592548076903,6
2000,CHEVR,SILVE,8.0,5330.0,268.2592548076903,6
2000,CHEVR,SILVE,8.0,5969.0,268.2592548076903,6
2000,CHEVR,TRACK,4.0,2001.0,253.0,6
2000,CHRYS,CIRRU,4.0,2427.0,265.0,6
2000,CHRYS,INTRE,6.0,2739.0,259.0,6
2000,CHRYS,INTRE,6.0,3231.0,274.0,6
2000,CHRYS,NEON,4.0,2001.0,210.5,4
2000,CHRYS,TOWN,6.0,3772.0,312.0,8
2000,DODGE,CARAV,6.0,2968.0,290.0,7
2000,DODGE,CARAV,6.0,3772.0,304.0,7
2000,DODGE,DAKOT,6.0,3919.0,355.25,9
2000,DODGE,DAKOT,8.0,4707.0,368.0,9
2000,DODGE,GRAND,6.0,2968.0,290.0,7
2000,DODGE,GRAND,6.0,3772.0,314.0,8
2000,DODGE,RAM,8.0,5215.0,403.66666666666674,9
2000,DODGE,RAM,8.0,5904.0,420.8,9
2000,FORD,ECONO,9.0,7281.0,318.27716485240796,8
2000,FORD,EXCUR,8.0,7281.0,318.27716485240796,8
2000,FORD,F150,6.0,4198.0,351.5,8
2000,FORD,F150,8.0,4608.0,364.75,9
2000,FORD,F150,8.0,5412.0,393.0,9
2000,FORD,F250,8.0,7281.0,318.27716485240796,8
2000,FORD,F350,8.0,7281.0,318.27716485240796,8
2000,FORD,FOCUS,4.0,2001.0,218.0,4
2000,FORD,MUSTA,6.0,3805.0,267.0,6
2000,FORD,MUSTA,8.0,4608.0,304.3333333333333,7
2000,FORD,RANGE,6.0,2985.0,323.25,8
2000,FORD,RANGE,6.0,4018.0,339.25,8
2000,FORD,TAURU,6.0,2985.0,271.5,6
2000,FORD,WINDS,6.0,3805.0,307.5,7
2000,GMC,JIMMY,6.0,4297.0,349.75,8
2000,GMC,SAFAR,6.0,4297.0,353.25,8
2000,GMC,SIERR,6.0,4297.0,339.96316507503417,8
2000,GMC,SIERR,8.0,4805.0,339.96316507503417,8
2000,GMC,SIERR,8.0,5330.0,339.96316507503417,8
2000,GMC,SONOM,6.0,4297.0,327.25,8
2000,GMC,YUKON,6.0,5330.0,339.96316507503417,8
2000,HONDA,ACCOR,4.0,2263.0,234.75,5
2000,HONDA,ACCOR,6.0,3001.0,260.0,6
2000,HONDA,CIVIC,4.0,1591.0,206.0,4
2000,HONDA,CR-V,4.0,1968.0,267.0,6
2000,HONDA,ODYSS,6.0,3477.0,292.0,7
2000,HONDA,PRELU,4.0,2165.0,255.5,6
2000,HYUND,ACCEN,,1492.0,203.5,4
2000,HYUND,ACCEN,4.0,1492.0,203.5,4
2000,HYUND,ELANT,4.0,1984.0,235.25,5
2000,HYUND,TIBUR,4.0,1984.0,236.0,5
2000,JEEP,CHERO,4.0,4001.0,327.5,8
2000,JEEP,CHERO,6.0,4001.0,327.5,8
2000,JEEP,GRAND,6.0,4001.0,336.0,8
2000,JEEP,GRAND,8.0,4707.0,363.0,9
2000,JEEP,WRANG,6.0,4001.0,340.9498746867168,8
2000,LANDR,DISCO,8.0,3952.0,403.0,9
2000,LEXUS,RX,6.0,3001.0,295.5,7
2000,MAZDA,626,6.0,2493.0,274.5,6
2000,MAZDA,B3000,6.0,2985.0,317.5,8
2000,MAZDA,B4000,6.0,4018.0,343.5,8
2000,MAZDA,PROTE,4.0,1591.0,214.0,4
2000,MAZDA,PROTE,4.0,1837.0,221.0,4
2000,MERCE,CLK,6.0,3198.0,262.0,6
2000,MERCE,CLK,8.0,4264.0,297.0,7
2000,MERCE,E,6.0,3198.0,264.0,6
2000,MERCU,GRAND,8.0,4608.0,255.62340400849246,6
2000,MITSU,ECLIP,6.0,2968.0,255.62340400849246,6
2000,NISSA,ALTIM,4.0,2394.0,246.5,5
2000,NISSA,FRONT,6.0,3296.0,351.5,8
2000,NISSA,MAXIM,6.0,2985.0,259.0,6
2000,NISSA,PATHF,6.0,3296.0,359.0,9
2000,OLDSM,ALERO,4.0,2394.0,243.0,5
2000,OLDSM,ALERO,6.0,3395.0,262.0,6
2000,OLDSM,INTRI,6.0,3460.0,283.0,7
2000,OLDSM,SILHO,6.0,3395.0,281.0,7
2000,PONTI,MONTA,6.0,3395.0,281.0,7
2000,PONTI,SUNFI,4.0,2181.0,236.33333333333331,5
2000,SATUR,LS1,4.0,2197.0,234.29411764705884,5
2000,SATUR,SL1,4.0,1902.0,234.29411764705884,5
2000,SATUR,SL2,4.0,1902.0,234.29411764705884,5
2000,SUBAR,IMPRE,4.0,2460.0,251.0,6
2000,SUBAR,LEGAC,4.0,2509.0,253.5,6
2000,SUZUK,ESTEE,4.0,1591.0,193.5,3
2000,SUZUK,GRAND,6.0,2493.0,299.0,7
2000,TOYOT,4RUNN,6.0,3378.0,332.5,8
2000,TOYOT,CAMRY,4.0,2165.0,235.33333333333331,5
2000,TOYOT,CAMRY,6.0,3001.0,266.25,6
2000,TOYOT,CELIC,4.0,1804.0,220.25,4
2000,TOYOT,COROL,4.0,1787.0,184.0,3
2000,TOYOT,ECHO,4.0,1492.0,176.0,2
2000,TOYOT,RAV4,4.0,2001.0,244.25,5
2000,TOYOT,SIENN,6.0,3001.0,288.0,7
2000,TOYOT,SOLAR,6.0,3001.0,217.86779376803884,4
2000,TOYOT,TACOM,6.0,3378.0,326.3333333333333,8
2000,VOLKS,GOLF,4.0,1902.0,178.5,2
2000,VOLKS,JETTA,4.0,1902.0,178.5,2
2000,VOLKS,JETTA,4.0,1984.0,178.5,2
2000,VOLKS,JETTA,6.0,2788.0,275.0,6
2000,VOLKS,NEWBE,,1787.0,235.5,5
2000,VOLKS,NEWBE,4.0,1984.0,178.5,2
2000,VOLKS,PASSA,6.0,2771.0,275.0,6
2000,VOLVO,S70,5.0,2443.0,268.75,6
2001,ACURA,1.7EL,4.0,1673.0,191.0,3
2001,ACURA,3.2CL,6.0,3231.0,265.0,6
2001,ACURA,INTEG,4.0,1837.0,225.33333333333331,5
2001,AUDI,A4,4.0,1787.0,250.25,6
2001,AUDI,A4,6.0,2771.0,288.3333333333333,7
2001,AUDI,A6,6.0,2771.0,302.5,7
2001,AUDI,A6,8.0,4182.0,301.0,7
2001,AUDI,S4,6.0,2673.0,302.5,7
2001,BMW,320,6.0,2165.0,283.83550347222223,7
2001,BMW,325,6.0,2493.0,266.125,6
2001,BMW,330,6.0,2985.0,268.75,6
2001,BMW,530,6.0,2985.0,266.0,6
2001,BMW,X5,6.0,2985.0,342.5,8
2001,BMW,Z3,6.0,2985.0,263.5,6
2001,BUICK,CENTU,6.0,3132.0,258.0,6
2001,BUICK,LESAB,6.0,3788.0,265.0,6
2001,BUICK,REGAL,6.0,3788.0,274.5,6
2001,CADIL,SEVIL,8.0,4575.0,294.0,7
2001,CHEVR,BLAZE,6.0,4297.0,348.0,8
2001,CHEVR,CAVAL,4.0,2181.0,236.33333333333331,5
2001,CHEVR,CAVAL,4.0,2394.0,236.33333333333331,5
2001,CHEVR,IMPAL,6.0,3395.0,239.0,5
2001,CHEVR,IMPAL,6.0,3788.0,271.0,6
2001,CHEVR,MALIB,6.0,3132.0,258.0,6
2001,CHEVR,S,4.0,2181.0,258.54221654604686,6
2001,CHEVR,S,6.0,4297.0,258.54221654604686,6
2001,CHEVR,SILVE,8.0,4805.0,258.54221654604686,6
2001,CHEVR,SILVE,8.0,5330.0,258.54221654604686,6
2001,CHEVR,SILVE,8.0,5969.0,258.54221654604686,6
2001,CHEVR,SILVE,8.0,6609.0,258.54221654604686,6
2001,CHEVR,SILVE,8.0,8134.0,258.54221654604686,6
2001,CHEVR,TRACK,4.0,2001.0,252.0,6
2001,CHEVR,VENTU,6.0,3395.0,276.0,6
2001,CHRYS,NEON,4.0,2001.0,217.0,4
2001,CHRYS,PTCRU,4.0,2427.0,272.5,6
2001,CHRYS,SEBRI,6.0,2739.0,263.5,6
2001,DODGE,CARAV,6.0,3296.0,299.0,7
2001,DODGE,DAKOT,6.0,3919.0,355.2,9
2001,DODGE,DAKOT,8.0,4707.0,372.5,9
2001,DODGE,DAKOT,8.0,5904.0,424.66666666666674,9
2001,DODGE,RAM,6.0,5887.0,369.57142857142856,9
2001,DODGE,RAM,6.0,5904.0,369.57142857142856,9
2001,DODGE,RAM,8.0,5215.0,399.8181818181818,9
2001,DODGE,RAM,8.0,5904.0,421.66666666666674,9
2001,FORD,ECONO,8.0,5412.0,313.97382280049567,8
2001,FORD,ESCAP,6.0,2968.0,297.5,7
2001,FORD,EXPLO,6.0,4018.0,357.0,9
2001,FORD,F150,6.0,4198.0,346.25,8
2001,FORD,F150,8.0,4608.0,358.0,9
2001,FORD,F150,8.0,5412.0,380.5,9
2001,FORD,F250,8.0,5412.0,313.97382280049567,8
2001,FORD,F250,8.0,7281.0,313.97382280049567,8
2001,FORD,F350,,6806.0,313.97382280049567,8
2001,FORD,FOCUS,4.0,1984.0,213.0,4
2001,FORD,FOCUS,4.0,2001.0,213.0,4
2001,FORD,MUSTA,6.0,3805.0,270.5,6
2001,FORD,MUSTA,8.0,4608.0,298.3333333333333,7
2001,FORD,TAURU,6.0,2985.0,281.25,7
2001,FORD,WINDS,6.0,3805.0,299.0,7
2001,GMC,JIMMY,6.0,4297.0,348.0,8
2001,GMC,SAFAR,6.0,4297.0,339.25,8
2001,GMC,SAVAN,8.0,5002.0,344.614185110664,8
2001,GMC,SIERR,8.0,5330.0,344.614185110664,8
2001,GMC,SIERR,8.0,5969.0,344.614185110664,8
2001,GMC,SONOM,6.0,4297.0,353.75,9
2001,GMC,YUKON,8.0,5330.0,344.614185110664,8
2001,HONDA,ACCOR,4.0,2263.0,231.0,5
2001,HONDA,ACCOR,6.0,3001.0,260.0,6
2001,HONDA,CIVIC,,1673.0,187.5,3
2001,HONDA,CIVIC,4.0,1673.0,187.5,3
2001,HONDA,CIVIC,4.0,1700.0,187.5,3
2001,HONDA,CR-V,4.0,1968.0,267.0,6
2001,HONDA,ODYSS,6.0,3477.0,294.0,7
2001,HONDA,PRELU,4.0,2165.0,255.5,6
2001,HYUND,ACCEN,4.0,1492.0,205.0,4
2001,HYUND,ELANT,4.0,1984.0,219.0,4
2001,HYUND,SANTA,6.0,2657.0,292.0,7
2001,JAGUA,S-TYP,8.0,4001.0,301.0,7
2001,JEEP,CHERO,6.0,4001.0,332.5,8
2001,JEEP,GRAND,6.0,4001.0,338.0,8
2001,JEEP,GRAND,8.0,4707.0,370.0,9
2001,JEEP,WRANG,6.0,4001.0,349.85084033613447,8
2001,LEXUS,LS,8.0,4297.0,290.0,7
2001,LINCO,LS,8.0,3936.0,312.0,8
2001,MAZDA,B4000,6.0,4018.0,341.25,8
2001,MAZDA,MPV,6.0,2493.0,313.0,8
2001,MAZDA,PROTE,4.0,1591.0,214.0,4
2001,MAZDA,PROTE,4.0,2001.0,231.5,5
2001,MAZDA,TRIBU,4.0,1984.0,246.0,5
2001,MAZDA,TRIBU,6.0,2968.0,297.5,7
2001,MERCE,C,6.0,2591.0,276.0,6
2001,MERCE,E,8.0,4264.0,298.0,7
2001,MERCE,ML,6.0,3198.0,322.0,8
2001,MERCE,ML,8.0,4264.0,340.0,8
2001,NISSA,ALTIM,4.0,2394.0,243.0,5
2001,NISSA,SENTR,4.0,1771.0,208.5,4
2001,NISSA,XTERR,6.0,3296.0,352.0,8
2001,OLDSM,ALERO,4.0,2394.0,253.0,6
2001,OLDSM,AUROR,6.0,3460.0,288.0,7
2001,OLDSM,INTRI,6.0,3460.0,271.0,6
2001,PONTI,FIREB,8.0,5740.0,290.0,7
2001,PONTI,GRAND,4.0,2394.0,251.0,6
2001,PONTI,MONTA,6.0,3395.0,276.0,6
2001,PONTI,SUNFI,4.0,2181.0,237.0,5
2001,PORSC,911,6.0,3395.0,308.25,7
2001,PORSC,BOXST,6.0,2689.0,284.0,7
2001,SAAB,9-3,4.0,1984.0,252.5,6
2001,SATUR,LW200,4.0,2197.0,225.0,5
2001,SATUR,SL1,4.0,1902.0,219.3283582089552,4
2001,SUBAR,IMPRE,4.0,2214.0,240.5,5
2001,SUBAR,LEGAC,4.0,2509.0,254.0,6
2001,SUZUK,GRAND,6.0,2493.0,303.5,7
2001,SUZUK,GRAND,6.0,2739.0,303.5,7
2001,SUZUK,VITAR,4.0,2001.0,253.0,6
2001,TOYOT,CAMRY,4.0,2165.0,227.66666666666663,5
2001,TOYOT,CAMRY,6.0,3001.0,268.0,6
2001,TOYOT,CELIC,4.0,1787.0,215.5,4
2001,TOYOT,COROL,4.0,1787.0,177.0,2
2001,TOYOT,ECHO,4.0,1492.0,172.5,2
2001,TOYOT,HIGHL,6.0,3001.0,200.93935107572224,4
2001,TOYOT,PRIUS,4.0,1492.0,129.0,2
2001,TOYOT,RAV4,4.0,2001.0,251.0,6
2001,TOYOT,SEQUO,8.0,4674.0,400.0,9
2001,TOYOT,SIENN,6.0,3001.0,283.0,7
2001,TOYOT,TACOM,6.0,3378.0,337.3333333333333,8
2001,TOYOT,TUNDR,6.0,3378.0,346.0,8
2001,TOYOT,TUNDR,8.0,4674.0,373.0,9
2001,VOLKS,CABRI,4.0,1984.0,241.5,5
2001,VOLKS,EUROV,6.0,2788.0,202.64069573504867,4
2001,VOLKS,GOLF,4.0,1902.0,179.5,2
2001,VOLKS,JETTA,4.0,1902.0,179.5,2
2001,VOLKS,NEWBE,4.0,1787.0,233.5,5
2001,VOLKS,NEWBE,4.0,1984.0,179.5,2
2001,VOLKS,PASSA,4.0,1787.0,249.5,6
2001,VOLKS,PASSA,6.0,2771.0,284.3333333333333,7
2001,VOLVO,C70,5.0,2443.0,262.5,6
2001,VOLVO,S40,4.0,1951.0,235.0,5
2001,VOLVO,S60,5.0,2329.0,262.5,6
2001,VOLVO,V70,5.0,2443.0,265.5,6
2002,ACURA,1.7EL,4.0,1673.0,191.0,3
2002,ACURA,3.2TL,6.0,3231.0,262.0,6
2002,ACURA,3.5RL,6.0,3477.0,301.0,7
2002,ACURA,RSX,4.0,2001.0,218.33333333333331,4
2002,AUDI,A4,4.0,1787.0,253.5,6
2002,AUDI,TT,4.0,1787.0,254.0,6
2002,BMW,325,6.0,2493.0,268.3333333333333,6
2002,BMW,330,6.0,2985.0,265.625,6
2002,BMW,530,6.0,2985.0,266.0,6
2002,BMW,X5,6.0,2985.0,342.5,8
